gene_id,start,end,seqnames,strand
ENSG00000112992.16,43602723,43705486,chr5,+
ENSG00000124279.11,7859159,7869037,chr5,-
ENSG00000037474.14,6599239,6633042,chr5,-
ENSG00000114204.14,167441914,167474026,chr3,-
ENSG00000109775.10,185400315,185425979,chr4,-
ENSG00000164344.15,186227518,186258469,chr4,+
ENSG00000115226.9,27491883,27495245,chr2,-
ENSG00000084733.10,26034110,26135347,chr2,+
ENSG00000115137.11,24947359,24972094,chr2,-
ENSG00000084731.14,25927780,25982497,chr2,-
ENSG00000075426.11,28392858,28412971,chr2,+
ENSG00000127252.5,193241125,193270855,chr3,+
ENSG00000090316.15,1289891,1340137,chr4,+
ENSG00000087274.16,2843922,2930076,chr4,+
ENSG00000067113.16,55424854,55535050,chr5,-
ENSG00000138722.9,89894901,89954627,chr4,+
ENSG00000138738.10,120694823,120922726,chr4,-
ENSG00000105556.11,305573,344815,chr19,-
ENSG00000095066.11,12763003,12775570,chr19,-
ENSG00000090339.8,10271120,10286615,chr19,+
ENSG00000105088.8,9853718,9936324,chr19,-
ENSG00000105610.4,12884423,12887181,chr19,-
ENSG00000114529.12,112086349,112118210,chr3,+
ENSG00000038210.12,25233975,25279092,chr4,+
ENSG00000109680.10,26584084,26755351,chr4,+
ENSG00000109819.8,23792021,23890035,chr4,-
ENSG00000138755.5,76001466,76007488,chr4,-
ENSG00000138758.11,76949751,77036596,chr4,+
ENSG00000138760.9,76161452,76213918,chr4,-
ENSG00000138772.12,78551770,78610451,chr4,+
ENSG00000113231.13,77210881,77426822,chr5,+
ENSG00000070950.9,8880593,8963502,chr3,-
ENSG00000113504.20,1050376,1112035,chr5,-
ENSG00000073578.16,218318,256679,chr5,+
ENSG00000249915.7,271647,314974,chr5,+
ENSG00000150712.10,32227006,32313009,chr5,-
ENSG00000109519.12,7060812,7068064,chr4,-
ENSG00000072840.12,5711197,5814954,chr4,+
ENSG00000114988.11,96705929,96740041,chr2,-
ENSG00000115085.13,97713582,97739860,chr2,+
ENSG00000073711.10,135965673,136145654,chr3,+
ENSG00000114107.8,138494344,138594319,chr3,-
ENSG00000240303.7,132558472,132660066,chr3,-
ENSG00000034533.11,131013875,131026802,chr3,-
ENSG00000091527.15,133573730,133590261,chr3,+
ENSG00000114686.8,131462212,131502969,chr3,-
ENSG00000109586.11,173168753,173323967,chr4,+
ENSG00000111846.16,10585746,10629367,chr6,+
ENSG00000109743.10,15703096,15732173,chr4,+
ENSG00000058866.14,186149237,186362237,chr3,-
ENSG00000073803.13,185363120,185482749,chr3,+
ENSG00000090520.11,186570678,186585793,chr3,+
ENSG00000090512.11,186640392,186653008,chr3,+
ENSG00000035499.12,60596912,60700190,chr5,-
ENSG00000049167.13,60873834,60945073,chr5,-
ENSG00000114850.6,156543004,156555125,chr3,-
ENSG00000074416.13,127692111,127822882,chr3,-
ENSG00000073111.13,127598410,127622436,chr3,+
ENSG00000075785.12,128726193,128814796,chr3,+
ENSG00000056097.15,32354350,32444761,chr5,-
ENSG00000113384.13,32124704,32174317,chr5,-
ENSG00000113361.12,31193750,31324583,chr5,+
ENSG00000113318.9,80654648,80876661,chr5,+
ENSG00000113739.10,173317065,173328447,chr5,-
ENSG00000072803.17,171861695,172006650,chr5,-
ENSG00000051596.9,175959533,175968268,chr5,-
ENSG00000051596.9,175959883,175968268,chr5,-
ENSG00000082068.8,37379288,37752670,chr5,+
ENSG00000039560.13,34656401,34832611,chr5,+
ENSG00000113407.13,33440993,33468091,chr5,+
ENSG00000079215.13,36606611,36688334,chr5,+
ENSG00000106927.11,114060127,114078328,chr9,-
ENSG00000106078.17,51016894,51316818,chr7,-
ENSG00000113369.8,91368724,91383359,chr5,-
ENSG00000133302.12,94618678,94695650,chr5,+
ENSG00000138792.9,110476073,110562212,chr4,+
ENSG00000138801.8,107613666,107720226,chr4,-
ENSG00000112981.4,138115172,138139443,chr5,-
ENSG00000120727.12,139341862,139369717,chr5,+
ENSG00000120725.12,138946995,139198306,chr5,-
ENSG00000082515.17,154941093,154966966,chr5,+
ENSG00000114473.13,197889077,197960019,chr3,-
ENSG00000041802.10,194640788,194672162,chr3,-
ENSG00000064225.12,98732475,98795254,chr3,+
ENSG00000091009.7,146203600,146286121,chr5,+
ENSG00000040275.16,169583788,169604778,chr5,+
ENSG00000106125.14,30771417,30892387,chr7,+
ENSG00000106028.10,141738391,141750461,chr7,+
ENSG00000115425.13,216038409,216081816,chr2,-
ENSG00000213585.10,133971915,134005133,chr5,-
ENSG00000119048.7,134371599,134390783,chr5,+
ENSG00000072364.12,132880128,132963634,chr5,-
ENSG00000112078.13,36443007,36490550,chr6,+
ENSG00000044090.8,43037620,43053699,chr6,-
ENSG00000124641.15,41905354,41921139,chr6,-
ENSG00000124571.17,43523847,43576075,chr6,-
ENSG00000075223.13,80744420,80919183,chr7,-
ENSG00000099250.17,33177494,33336262,chr10,-
ENSG00000107242.17,68705700,69009176,chr9,+
ENSG00000064419.13,128955088,129054914,chr7,-
ENSG00000106052.13,27740169,27828864,chr7,+
ENSG00000106066.14,28995634,29146537,chr7,-
ENSG00000106049.8,27525442,27662857,chr7,-
ENSG00000069122.18,46852599,46954943,chr6,-
ENSG00000070501.11,42338494,42371765,chr8,+
ENSG00000104327.7,90059419,90082879,chr8,-
ENSG00000104320.13,89933484,89984716,chr8,-
ENSG00000004866.20,116953503,117223907,chr7,+
ENSG00000105967.15,115939949,116030813,chr7,-
ENSG00000105989.8,117277531,117323041,chr7,-
ENSG00000126432.13,64318182,64321811,chr11,+
ENSG00000014138.8,65261932,65297616,chr11,+
ENSG00000149541.9,62615296,62621984,chr11,-
ENSG00000085871.8,139665835,139704253,chr4,+
ENSG00000138823.13,99574824,99623223,chr4,+
ENSG00000106605.10,43758680,43807339,chr7,+
ENSG00000011376.9,45388564,45548837,chr3,+
ENSG00000114316.12,49278143,49340071,chr3,-
ENSG00000076201.14,47381020,47413435,chr3,+
ENSG00000114302.15,48750934,48847833,chr3,-
ENSG00000075914.12,44976251,45011470,chr3,+
ENSG00000114859.15,184346197,184361651,chr3,-
ENSG00000078070.12,183015218,183099587,chr3,-
ENSG00000078081.7,183123510,183162911,chr3,-
ENSG00000135541.20,135283986,135497740,chr6,-
ENSG00000118514.13,134917396,134950115,chr6,-
ENSG00000124225.15,57651845,57711536,chr20,-
ENSG00000004864.13,96120221,96322136,chr7,-
ENSG00000106236.3,98617297,98629868,chr7,+
ENSG00000110090.12,68757613,68841931,chr11,-
ENSG00000110429.13,33740956,33774520,chr11,-
ENSG00000165802.21,137448225,137459334,chr9,-
ENSG00000071242.11,166411232,166627243,chr6,-
ENSG00000110719.9,68039029,68050895,chr11,+
ENSG00000105865.10,107563980,107578464,chr7,+
ENSG00000006634.7,87876534,87908376,chr7,+
ENSG00000075142.13,88206286,88220060,chr7,-
ENSG00000127993.15,92528807,92537534,chr7,+
ENSG00000127990.15,94585230,94656186,chr7,-
ENSG00000011426.10,36389821,36453791,chr7,+
ENSG00000106682.14,74174359,74197101,chr7,+
ENSG00000006704.10,74454109,74602604,chr7,+
ENSG00000071462.11,73683601,73698212,chr7,+
ENSG00000042980.12,24294069,24354849,chr8,+
ENSG00000015592.16,27236303,27258420,chr8,-
ENSG00000104611.11,19313696,19396218,chr8,+
ENSG00000075239.13,108121567,108147588,chr11,+
ENSG00000110675.12,107591249,107666779,chr11,+
ENSG00000122512.14,5973242,6009098,chr7,-
ENSG00000239857.6,876552,896436,chr7,+
ENSG00000096746.17,68332103,68342272,chr10,+
ENSG00000060339.13,68721239,68791552,chr10,+
ENSG00000104549.11,124998506,125022283,chr8,+
ENSG00000120451.10,130875892,130916509,chr11,-
ENSG00000078725.12,119166630,119369467,chr9,-
ENSG00000119487.16,125438469,125707202,chr9,-
ENSG00000110768.11,18322567,18366813,chr11,+
ENSG00000129158.10,17788048,18013036,chr11,-
ENSG00000129159.7,17736367,17782024,chr11,+
ENSG00000051009.10,6211345,6234663,chr11,-
ENSG00000110315.6,10514742,10541230,chr11,-
ENSG00000110169.10,6431049,6441064,chr11,-
ENSG00000119912.15,92452250,92574076,chr10,-
ENSG00000107443.15,96043583,96060870,chr10,+
ENSG00000119977.20,95663882,95693899,chr10,-
ENSG00000204209.11,33318558,33323010,chr6,-
ENSG00000016864.18,52694489,52705840,chr3,-
ENSG00000004534.14,49940151,50077252,chr3,+
ENSG00000126062.3,50354749,50359610,chr3,-
ENSG00000055955.15,52813282,52830688,chr3,-
ENSG00000120057.4,97766751,97771952,chr10,-
ENSG00000101193.7,62938153,62945644,chr20,+
ENSG00000125520.13,63739861,63743505,chr20,+
ENSG00000203880.11,64271482,64276230,chr20,+
ENSG00000101161.7,63981135,64033100,chr20,+
ENSG00000100225.17,32474798,32498829,chr22,+
ENSG00000119718.10,75002911,75009563,chr14,+
ENSG00000100271.16,43039644,43089428,chr22,-
ENSG00000167074.14,41381929,41399324,chr22,+
ENSG00000139055.6,14914035,14939082,chr12,-
ENSG00000139112.10,10212877,10223128,chr12,+
ENSG00000087470.17,32679287,32743583,chr12,+
ENSG00000139133.6,34022468,34027159,chr12,+
ENSG00000139154.14,19439674,19520224,chr12,+
ENSG00000139168.7,42312766,42326094,chr12,-
ENSG00000139173.9,43836098,44389758,chr12,+
ENSG00000139182.13,7130428,7158945,chr12,+
ENSG00000139193.3,6444867,6451718,chr12,+
ENSG00000139197.10,7189686,7211483,chr12,+
ENSG00000139211.6,47076600,47079642,chr12,-
ENSG00000139233.6,66123069,66130750,chr12,-
ENSG00000139269.2,57455321,57458008,chr12,+
ENSG00000139278.9,75480753,75499007,chr12,+
ENSG00000139291.13,71686087,71702045,chr12,+
ENSG00000111605.16,69239572,69269939,chr12,+
ENSG00000072041.16,84860653,84912825,chr12,-
ENSG00000139329.4,91103583,91111486,chr12,-
ENSG00000120802.13,98515630,98535634,chr12,+
ENSG00000139344.7,95943293,95968589,chr12,+
ENSG00000139370.11,128793195,128823983,chr12,-
ENSG00000139508.14,28700080,28718841,chr13,-
ENSG00000139531.12,55997287,56005525,chr12,+
ENSG00000139540.11,56230762,56237846,chr12,+
ENSG00000139546.10,53501306,53506431,chr12,+
ENSG00000139549.2,49089581,49094819,chr12,-
ENSG00000139572.3,54362445,54364487,chr12,-
ENSG00000139579.12,56224357,56229844,chr12,+
ENSG00000139613.11,56163328,56189567,chr12,-
ENSG00000244754.8,32517621,32538825,chr13,-
ENSG00000139626.15,53191323,53207254,chr12,-
ENSG00000065361.14,56080137,56102984,chr12,+
ENSG00000065361.14,56080137,56102834,chr12,+
ENSG00000139636.15,49097137,49110900,chr12,-
ENSG00000139641.12,56128267,56144671,chr12,+
ENSG00000139644.12,49741557,49762948,chr12,+
ENSG00000139687.13,48303751,48481986,chr13,+
ENSG00000184047.16,122207774,122225973,chr12,-
ENSG00000139722.6,122865328,122896127,chr12,-
ENSG00000089159.16,120210447,120265771,chr12,-
ENSG00000139832.4,110523066,110561733,chr13,-
ENSG00000088448.14,110878540,110915069,chr13,-
ENSG00000139890.9,22883222,22887686,chr14,+
ENSG00000139899.10,24426663,24429285,chr14,-
ENSG00000092330.15,24239643,24242663,chr14,-
ENSG00000187790.10,45135940,45200071,chr14,+
ENSG00000139970.16,59595977,59870752,chr14,-
ENSG00000139971.15,58004025,58152183,chr14,-
ENSG00000139998.14,64945816,64972157,chr14,-
ENSG00000140030.5,88005124,88012074,chr14,+
ENSG00000140043.11,73851947,73885555,chr14,+
ENSG00000140044.12,75432134,75470457,chr14,+
ENSG00000140057.8,96392133,96488774,chr14,+
ENSG00000140092.14,91869412,91947399,chr14,-
ENSG00000100815.12,91969513,92040017,chr14,-
ENSG00000128463.12,34225018,34230149,chr15,+
ENSG00000140259.6,43804492,43824802,chr15,-
ENSG00000140263.13,45023195,45074838,chr15,+
ENSG00000140280.13,51723069,51738137,chr15,-
ENSG00000140284.10,50182196,50236384,chr15,+
ENSG00000140285.9,49423260,49485435,chr15,+
ENSG00000140287.10,50241947,50265666,chr15,-
ENSG00000263155.5,57592014,57685364,chr15,+
ENSG00000051180.16,40695172,40731592,chr15,+
ENSG00000140319.10,40036041,40039153,chr15,-
ENSG00000140365.15,75336063,75340266,chr15,+
ENSG00000140367.11,75843568,75901078,chr15,+
ENSG00000140395.8,78283235,78299636,chr15,-
ENSG00000140416.19,63042751,63071885,chr15,+
ENSG00000140450.8,97960698,97973838,chr15,+
ENSG00000140451.12,64815632,64825625,chr15,-
ENSG00000140464.19,73994744,74046771,chr15,+
ENSG00000140497.16,74844855,74873358,chr15,-
ENSG00000140519.12,89471407,89496582,chr15,-
ENSG00000140521.12,89316305,89334861,chr15,-
ENSG00000140522.11,89209869,89221751,chr15,-
ENSG00000140545.14,88898683,88913411,chr15,-
ENSG00000140545.14,88898683,88913411,chr15,-
ENSG00000140557.11,92394041,92465160,chr15,+
ENSG00000140575.12,90388277,90501555,chr15,+
ENSG00000140598.13,82130233,82262763,chr15,-
ENSG00000183044.11,8674617,8781579,chr16,+
ENSG00000140678.16,31355134,31382932,chr16,+
ENSG00000140740.10,21953371,21983336,chr16,+
ENSG00000140743.7,22345936,22374617,chr16,-
ENSG00000140807.6,50548396,50634723,chr16,+
ENSG00000140829.11,72093847,72112912,chr16,+
ENSG00000140830.8,72084857,72093651,chr16,-
ENSG00000140832.9,71626184,71635342,chr16,+
ENSG00000140932.9,66579448,66588275,chr16,+
ENSG00000140945.16,82626970,83796147,chr16,+
ENSG00000140968.10,85899163,85922609,chr16,+
ENSG00000140986.7,1944642,1954726,chr16,-
ENSG00000140990.14,1959543,1961975,chr16,+
ENSG00000140992.18,2538021,2597928,chr16,+
ENSG00000141012.12,88813736,88856970,chr16,-
ENSG00000141013.16,90022683,90043472,chr16,+
ENSG00000197912.14,89508403,89557766,chr16,+
ENSG00000141026.5,17476994,17493226,chr17,+
ENSG00000141030.12,17246835,17281293,chr17,-
ENSG00000087111.20,28553383,28571536,chr17,-
ENSG00000141098.12,67674534,67719339,chr16,-
ENSG00000141101.12,69741867,69754940,chr16,-
ENSG00000141127.14,18858131,18931215,chr17,+
ENSG00000108641.14,19346950,19362733,chr17,-
ENSG00000141219.15,73232662,73248874,chr17,+
ENSG00000141232.4,50862223,50867978,chr17,-
ENSG00000141258.12,2337622,2381058,chr17,+
ENSG00000141294.9,47831723,47837228,chr17,+
ENSG00000108852.14,43876162,43907543,chr17,-
ENSG00000141349.8,44070913,44076344,chr17,+
ENSG00000141380.13,26016253,26090652,chr18,-
ENSG00000141380.13,26016253,26090652,chr18,-
ENSG00000170558.8,27951716,28177446,chr18,-
ENSG00000141384.12,26226486,26391230,chr18,+
ENSG00000141401.11,11981516,12030883,chr18,+
ENSG00000141404.15,11751508,11882621,chr18,+
ENSG00000141424.12,36108532,36129385,chr18,-
ENSG00000141428.16,35972681,35979278,chr18,+
ENSG00000141446.10,21529310,21600704,chr18,-
ENSG00000053747.15,23873045,23954989,chr18,+
ENSG00000141452.9,23503509,23531778,chr18,+
ENSG00000141458.12,23531437,23586487,chr18,-
ENSG00000141480.17,4710632,4721496,chr17,+
ENSG00000141505.11,7173431,7179376,chr17,-
ENSG00000141522.11,81867721,81871378,chr17,-
ENSG00000141540.10,74213514,74262020,chr17,+
ENSG00000141543.9,80135255,80147183,chr17,-
ENSG00000141570.10,79794382,79797116,chr17,-
ENSG00000141574.7,82321303,82333763,chr17,-
ENSG00000141577.13,81189597,81222945,chr17,-
ENSG00000141579.6,82829435,82840022,chr17,-
ENSG00000141582.14,79833156,79839429,chr17,-
ENSG00000141622.13,46334224,46457229,chr18,+
ENSG00000141682.11,59900016,59904306,chr18,+
ENSG00000141736.13,39700074,39728662,chr17,+
ENSG00000141753.6,40443461,40457731,chr17,+
ENSG00000105127.8,15353521,15379798,chr19,-
ENSG00000171954.12,15508493,15552316,chr19,+
ENSG00000269058.5,16478481,16496192,chr19,-
ENSG00000141985.9,4360370,4400418,chr19,-
ENSG00000130517.13,18340598,18364342,chr19,+
ENSG00000142039.3,41310189,41324883,chr19,+
ENSG00000124459.11,43912631,43935278,chr19,-
ENSG00000204920.10,43984188,43998325,chr19,+
ENSG00000130511.15,18419426,18434387,chr19,+
ENSG00000105771.13,43731154,43754990,chr19,-
ENSG00000183668.17,43253287,43269530,chr19,-
ENSG00000142166.12,33324973,33356041,chr21,+
ENSG00000142168.14,31659693,31668671,chr21,+
ENSG00000142168.14,31659693,31668931,chr21,+
ENSG00000142227.10,48325547,48330539,chr19,+
ENSG00000185800.11,45783733,45792802,chr19,-
ENSG00000142230.11,47130889,47210191,chr19,+
ENSG00000187244.10,44809103,44821416,chr19,+
ENSG00000142252.10,45079258,45090869,chr19,+
ENSG00000142273.10,44777869,44800634,chr19,+
ENSG00000242779.6,52968251,52993526,chr19,-
ENSG00000063245.14,55675226,55695766,chr19,+
ENSG00000130159.13,11505929,11529172,chr19,-
ENSG00000104980.7,7926718,7943667,chr19,-
ENSG00000142484.6,4771884,4783213,chr17,+
ENSG00000142494.13,19533854,19579034,chr17,+
ENSG00000142534.6,49496436,49499689,chr19,+
ENSG00000142549.9,51311848,51330354,chr19,+
ENSG00000116213.15,3630767,3650061,chr1,-
ENSG00000142632.16,16197854,16212609,chr1,-
ENSG00000142657.20,10399073,10420144,chr1,+
ENSG00000142677.3,24119771,24143121,chr1,-
ENSG00000142686.7,35713875,35718894,chr1,-
ENSG00000142731.10,127880909,127899067,chr4,+
ENSG00000142910.15,31576535,31587686,chr1,+
ENSG00000143106.12,109401850,109426427,chr1,-
ENSG00000143119.12,110873154,110899928,chr1,+
ENSG00000143125.5,110451200,110457354,chr1,+
ENSG00000143147.14,168085266,168137667,chr1,-
ENSG00000213064.9,168226008,168242847,chr1,+
ENSG00000143190.21,167220876,167416108,chr1,+
ENSG00000143228.12,163321986,163355764,chr1,+
ENSG00000117143.13,162561722,162599837,chr1,+
ENSG00000143294.14,156767553,156800812,chr1,+
ENSG00000143363.15,151008467,151035713,chr1,+
ENSG00000143368.9,149923418,149928344,chr1,-
ENSG00000163191.5,152032506,152037035,chr1,-
ENSG00000143382.14,150549408,150560937,chr1,+
ENSG00000143418.19,150965249,150974826,chr1,-
ENSG00000143442.21,151402724,151459465,chr1,-
ENSG00000143457.10,150646225,150697144,chr1,-
ENSG00000143486.15,206591642,206612463,chr1,-
ENSG00000143543.14,153974512,153977688,chr1,-
ENSG00000143549.19,154156364,154192058,chr1,-
ENSG00000143554.13,153775292,153780157,chr1,+
ENSG00000116580.18,155747944,155857217,chr1,-
ENSG00000143578.15,153967903,153974361,chr1,+
ENSG00000143603.18,154707426,154870280,chr1,-
ENSG00000135773.12,230747415,230802003,chr1,+
ENSG00000143727.15,264936,278283,chr2,+
ENSG00000143727.15,264936,277506,chr2,+
ENSG00000143727.15,264936,278283,chr2,+
ENSG00000143761.15,228082730,228099211,chr1,+
ENSG00000143786.7,224616221,224740549,chr1,+
ENSG00000243709.1,225886282,225889146,chr1,-
ENSG00000143793.12,228100731,228103389,chr1,-
ENSG00000143815.14,225401503,225428035,chr1,-
ENSG00000143816.7,227918656,227947898,chr1,-
ENSG00000143862.7,202133404,202144741,chr1,-
ENSG00000143867.6,19351485,19358623,chr2,-
ENSG00000143870.12,10783861,10812754,chr2,-
ENSG00000143891.16,38666117,38734404,chr2,+
ENSG00000122026.10,27251579,27256568,chr13,+
ENSG00000143921.6,43838964,43878466,chr2,+
ENSG00000143933.16,47160172,47176470,chr2,-
ENSG00000143951.15,63121831,63588518,chr2,-
ENSG00000143954.12,79025701,79028505,chr2,+
ENSG00000143971.7,67397319,67410401,chr2,+
ENSG00000143995.19,66435558,66572759,chr2,+
ENSG00000144031.11,70978612,70985339,chr2,+
ENSG00000144035.3,73640832,73642393,chr2,-
ENSG00000144036.15,72175984,72826005,chr2,-
ENSG00000114993.16,74425883,74441899,chr2,-
ENSG00000144048.10,73762184,73780121,chr2,-
ENSG00000198075.9,108378012,108388989,chr2,+
ENSG00000144063.3,110083870,110115821,chr2,-
ENSG00000144119.3,119156243,119158889,chr2,-
ENSG00000144136.10,112645857,112663825,chr2,+
ENSG00000144199.11,97083583,97094934,chr2,-
ENSG00000144224.16,135741868,135785055,chr2,+
ENSG00000144227.4,138669160,138780348,chr2,-
ENSG00000144231.10,127846699,127858157,chr2,-
ENSG00000144233.9,127861630,127885922,chr2,-
ENSG00000144306.14,174395741,174428317,chr2,+
ENSG00000144320.13,175929173,176002279,chr2,-
ENSG00000144339.11,191950017,192194916,chr2,-
ENSG00000144455.13,4361146,4467269,chr3,-
ENSG00000144476.5,236569641,236582358,chr2,+
ENSG00000144559.10,11790446,11846919,chr3,-
ENSG00000144560.14,11558476,11720460,chr3,-
ENSG00000144566.10,19947379,19985175,chr3,+
ENSG00000144567.10,219178277,219183492,chr2,+
ENSG00000144579.7,218400071,218405941,chr2,+
ENSG00000144580.13,218568859,218596424,chr2,+
ENSG00000123992.18,219374194,219387834,chr2,-
ENSG00000127838.13,218270520,218346791,chr2,+
ENSG00000144635.8,32525971,32570874,chr3,-
ENSG00000144655.14,39141855,39153575,chr3,-
ENSG00000093183.13,42547969,42582023,chr3,-
ENSG00000144659.10,39383389,39397231,chr3,+
ENSG00000144677.14,37862174,37981125,chr3,+
ENSG00000144681.10,36380503,36548007,chr3,+
ENSG00000144713.12,12836047,12841543,chr3,-
ENSG00000257727.5,56310433,56316059,chr12,-
ENSG00000144791.9,45594324,45677607,chr3,+
ENSG00000196345.12,44555193,44572158,chr3,+
ENSG00000144810.15,99638596,99796167,chr3,+
ENSG00000144815.15,101779202,101822825,chr3,+
ENSG00000144827.8,111979035,111993363,chr3,+
ENSG00000144834.13,111998739,112013883,chr3,+
ENSG00000144837.8,119597885,119629811,chr3,+
ENSG00000144840.8,120689547,120742537,chr3,-
ENSG00000183833.16,119703022,119765240,chr3,+
ENSG00000114573.9,113747033,113810426,chr3,+
ENSG00000114125.13,141738319,141745702,chr3,+
ENSG00000144935.14,142724074,142807888,chr3,+
ENSG00000240682.9,129129183,129161028,chr3,-
ENSG00000167996.15,61964566,61967631,chr11,-
ENSG00000248487.8,51975066,51981196,chr3,+
ENSG00000145088.8,121835215,121886526,chr3,+
ENSG00000273331.1,196323549,196338388,chr3,-
ENSG00000145192.12,186613066,186621318,chr3,+
ENSG00000145214.13,958887,973556,chr4,-
ENSG00000145241.10,67472482,67545483,chr4,-
ENSG00000145246.13,47485288,47592891,chr4,+
